ID	SENTIMENT	TEXT
20020415_21.33.22-7140-7	positive	Recalling that the new tender law had enabled everyone to join public investment tenders, Dervis said that Greek investors could benefit from the law.
non_fbis_07.20.20-11694-7	neutral	Canberra is a member of a Three-Nation  Commonwealth task force monitoring the election.
20011203_21.23.57-11596-0	neutral	Youths Nidal Sanduqah and Ra'fat al-Bajjali were seriously injured as result of a strong explosion that rocked the center of Bethlehem.
20020202_20.37.54-21168-46	neutral	[Buenos Aires Ambito Financiero in Spanish on 1 February adds the following: "The following are the main measures that will be announced tomorrow:       "'Dirty' float for the dollar: The decision has been made to abolish the official exchange rate (1.4 pesos to the dollar) and to move towards a single, floating rate.
non_fbis_08.35.40-23372-15	positive	A weekend poll by Aresco consultancy showed 52  percent of Argentines "highly" in favor of Duhalde's stated  economic plans and another 34 percent giving him "medium"  approval - an indication of public confidence.
20011111_20.41.07-12494-34	positive	If in six days time there has been no new round, this meeting will have been a success, because it will force the WTO to change, he said.
temp_fbis_20.46.58-22510-0	negative	["Opinion" U.S. Human Rights Claims Only Empty Rhetoric]
non_fbis_15.36.10-18917-13	positive	Chavez is a staunch supporter of oil production cuts in order to  boost prices in the world market.
20011230_21.17.41-25537-2	positive	More than ever in fact, as the financial crisis that is shaking Buenos Aires has a useful message for us: The choice of a currency can never be reduced to a simple act of political will.
non_fbis_08.03.05-5625-20	neutral	Argentina also fell into a deep recession four years  ago.
non_fbis_06.25.38-22700-11	neutral	In his case, he is using a public address  system and recording the prayer for five-times-a-day broadcast.
20020204_20.22.56-6451-16	negative	Despite the powerful compulsions it is apparently labouring under, Islamabad should at least seek details of the Pakistanis being held at Guantanamo Bay, so that their cases can be taken up with Washington later.
20010917_23.39.56-18704-7	negative	"The SADC secretariat condemns unreservedly and in the strongest terms this act of terrorism," he said.
20020424_21.45.56-26903-4	neutral	Output in the electronics, transportation tools, and pharmaceutical industries has fallen an average of 8% this year.
20010707_05.19.38-789-4	neutral	In March, Uganda declared Rwanda a hostile nation because of tensions arising from Kigali's alleged support for a rival to Museveni in a presidential election.
20011220_21.22.09-18839-30	neutral	A total of 17 million metric tons of potatoes was produced, which was 14% less than last year (106 quintals per hectare), and 5.4 million metric tons of vegetables, or 2.2% more than on the same date last year (116 quintals per hectare).
20020109_21.17.18-25137-10	neutral	This committee is scheduled to start the debate on the Senate's euthanasia bill today.
20020201_20.41.37-18755-6	negative	It now transpires that we are living in a world threatened by tens of thousands of terrorists and that more are on the way.
20020204_20.41.31-29293-13	neutral	However, this paper was told Sunday by the Foreign Affairs Ministry in Brussels that the diplomat sent to Guantanamo, who is supposed to stay at camp X-ray until Tuesday, also has the task of learning about the detention conditions of the "Belgian Taliban" or both.
non_fbis_12.22.23-26451-25	neutral	The government is also apparently continuing to register ZANU-PF  supporters long after the official closing of the voters roll.
20020212_20.53.38-28377-17	neutral	This initiative will show whether the United States will give up its complete and blind bias toward Israel in order to achieve a just solution restoring the Palestinian people's legitimate rights and guaranteeing peace, security, and stability for all nations in the region.
20020320_12.04.49-21742-11	positive	Then Mudenge proposed that Britain and Zimbabwe bury past differences and work together in the future.
non_fbis_13.24.42-23228-9	neutral	Everything was turned back on after Russian engineers determined  the supply ship was attached securely enough for the steering  system to operate.
20020322_21.05.41-14545-32	neutral	Our constitution does not specifically provide for political rights such as free and equal campaigning platforms for competing political parties.
non_fbis_14.06.39-26143-20	negative	Rather, his sudden departure from politics provoked much  criticism.
20020331_21.09.25-22686-40	negative	Sharon is a master of escalation.
temp_fbis_21.20.14-9569-26	neutral	This issue is closely intertwined with America's policies towards the Middle East.
temp_fbis_20.55.24-19278-21	negative	The average global temperature will increase by 5.8d C by 2100, sea levels will rise by up to 90 cm over the same period, and there will be an increasing number of hurricanes with ever more serious consequences, while man and nature will have to cope with a shift in climate and rainfall zones the like of which has never been seen before.
non_fbis_13.44.36-19236-4	negative	All three observer teams noted long queues and delays in chaotic  voting.
20020127_20.33.06-778-2	neutral	Bush decided on January 18 that hundreds of Taliban and members of Usama bin Ladin's al-Qa'ida army are detainees, and not prisoners of war, and thus not subject to rights in the Geneva Convention.
20020314_20.27.25-21759-2	neutral	Israelis are not expected to abandon their prime minister in the middle of a war!
20020119_21.10.42-27754-2	negative	Public dissatisfaction and an increase in the people's anger in this country have finally resulted in the collapse of Fernando Delaroe's government following several days of protest.
20020322_21.05.41-14545-54	negative	ZANU PF had anticipated such an uprising, hence the massive intimidatory show of force that was evident in the deployment of security forces in every part of the country during and after the announcement of the election results.
20020201_20.41.37-18755-13	neutral	Although it is one of many countries surrounding Afghanistan, Iran has an effective role to play in that country.
temp_fbis_20.53.10-15177-30	positive	He stressed that since the outbreak of the intifadah in 1987, 18 percent of all Palestinians martyred were killed by settlers.
20020207_20.22.42-14586-6	positive	He added: "There is no reason for any country to request the agreement of others to determine its conduct and adopt its decisions."
non_fbis_05.20.33-11163-64	negative	What's the big secret?
20011220_21.22.09-18839-17	neutral	Output volumes in machinebuilding enterprises increased 21.7% during the first ten months of 2001 as against the corresponding period last year.
20020203_20.34.52-3092-4	positive	NATO Secretary General Lord Robertson said in New York that credible evidence will be prerequisite for NATO's support for any military action against the three nations.
temp_fbis_21.50.57-15245-4	neutral	America called the action of several military generals, who were supported by capitalist as well as bankers, as the victory of democracy in Venezuela under circumstances where Hugo Chavez had come to power in 1988 through a popular process.
non_fbis_11.30.45-27115-21	negative	Nor is there any worry over the infrastructure, which was  stretched to the limit in 1994 and 1995 when the base became an  encampment 55,000-plus Haitian and Cuban boat people -- and the  commander sent civilians stateside to make room for the 8,000  U.S. personnel who came to tend to the migrant project.
20020326_21.07.24-24231-4	negative	Beijing has twice summoned the US ambassador for dressings down over the issue, while a state-controlled newspaper reported last week that China was preparing to cancel naval exchanges with the United States in retaliation.
20011207_21.20.02-17431-19	negative	"We have the same caps as the Soviet soldiers, that brings back bad memories for the Afghans," said Cordell.
20020418_21.37.20-19607-8	neutral	It is thus an illusion for these criminal administrations to imagine that they have triumphed and that they are now in a position to dictate their own conditions on this great people.
20020423_21.47.26-20990-8	negative	"This is likely to have ramifications for the future, with children skipping school, going out onto the streets, and getting mixed up with crime, drugs, and violence.
20011206_21.18.24-28147-5	neutral	The US authorities began to investigate this gang's activities and its possible connection with the 11 September terrorist attacks, after the arrest of a group of Brazilians and another group of Iranians in Texas in October.
20020115_21.11.08-11611-28	neutral	The more fundamental problem, though, has to do with logic.
20011008_22.27.34-26526-9	negative	The United States and its principal allies have acted with exceptional caution over recent weeks to the unbelievable provocation of the 11 September attacks.
20020415_21.33.22-7140-11	neutral	We envisage a 3 percent growth in 2002.
20011220_21.22.09-18839-109	neutral	During October, the state employment service removed 83,400 persons from its register for a number of reasons (including the fact that some people had found jobs on their own).
non_fbis_08.46.28-13637-108	neutral	Their tent looks like a  Marines-issued college dorm room: Skoal-juice bottles, laundry  hanging everywhere, and a spade-like sniper insignia banner  tacked to a tent wall.
temp_fbis_20.41.29-25820-10	neutral	The menu also includes oatmeal, raisin, potato chips and a pretzel.
20011218_21.00.22-21144-8	neutral	The United States, Canada, Australia, and New Zealand were all created at the conclusion of a colonial process.
20020315_20.42.26-19148-26	neutral	In a statement released later on Thursday, Kaunda said Zuma's visit was part of ongoing consultation between the two governments.
20010715_00.31.31-4544-9	neutral	"The political players must overcome their divisions by finding a formula for consensus," said Lebatt, who is former foreign and cooperation minister of Mauritania.
non_fbis_20.43.13-27926-16	negative	"This is one reason why the Americans are nervous about applying  the POW convention in all its glory," says Adam Roberts, an  expert on international law at Oxford University in England, and  editor of "Documents on the Laws of War."
20020322_21.05.41-14545-7	negative	From those very first days sometime in early 1997 when, alongside colleagues like Tendai Biti, Welshman Ncube, Brian Kagoro, Priscilla Misihairabwi, Everjoice Win and Tawanda Mutasa, I participated in formulating the concept of the National Constitutional Assembly (NCA), it has been clear to me that the sole purpose of the current Zimbabwean constitution is to preserve and protect the rule of ZANU PF.
20020129_20.27.21-24397-15	neutral	As the opposition raises its head, the climate of plots takes shape.
20020322_21.03.06-12522-4	neutral	The incident happened on the Perm-Kudymkar motorway 6km from the Karagai village of the Perm region at about midnight.
20020507_22.11.06-28210-36	neutral	" Mr. Tsvangirai asked.
20020207_20.23.04-14788-43	negative	They oppose the commemoration of military uprisings.
non_fbis_08.09.29-13319-6	negative	After  a series of budget cuts and a patchwork of economic programs,  the country lacks a coherent economic and monetary strategy, and  has no consensus as to what should be done.
20011220_21.22.09-18839-69	neutral	Barter deals accounted for 0.4% of the total volume of exports and 0.3% of total import volumes (in January-September 2000 -- 1.7% and 1.8%, respectively).
non_fbis_16.03.54-17435-2	positive	Cardoso spoke of opening  communication channels and achieving social harmony.
20020223_20.53.55-17301-0	positive	Hong Kong, 23 Feb (ZTS) -- US President Bush concluded a two-day working visit to China, during which he exchanged in-depth views on Sino-US relations and on major international and regional issues with the Chinese leaders, and reached extensive and important consensus.
20020212_20.42.04-19290-34	negative	"Great, keep on buying dollars so there'll be more and more poor people in the country," shouted one.
20020204_20.22.56-6451-7	negative	Human rights groups have also condemned this grave violation of the Geneva Conventions.
20020118_21.15.18-84-1	neutral	"One cannot neglect the fact that BiH, as member of the United Nations, is obliged to strictly respect the UN resolution dated September 28 last year, which obliges UN members to cooperate on the plan of exchange of information and cooperation on prevention of terrorist activities," read a statement from the team.
20020121_21.25.31-10464-16	neutral	It may be the moment to offer the world's television channels, from CNN to Qatar's Al-Jazeera, full access [to the camp].
non_fbis_05.20.33-11163-15	neutral	In Kyrgyzstan, we talk about the press  in Kyrgyzstan, and we're going to help fund an independent  printing press there.
20020213_20.55.56-1089-0	neutral	Italian farmer charged with illegally slaughtering cattle
20020106_20.26.14-23928-6	neutral	This was not simply a directive from God that was confirmed by all the clerics throughout the Islamic world.
non_fbis_12.14.07-203-31	neutral	Let me pause only briefly to allow that America is imperfect,  like all earthly things; that its governments and people have  committed many sins; that might does not make right; that power  and wealth are not good in themselves; that goodness, truth and  beauty may be found in every country and town.
20020314_20.38.10-27533-10	neutral	The remaining four turned out to be Afghan refugees.
non_fbis_11.08.55-4179-16	negative	Then, the concern was how to make comfortable traumatized  victims of civil war uprooted from a violent, cold climate.
non_fbis_07.52.36-18982-18	neutral	The human rights group Amnesty International voiced concern  about the "cages" used for accommodation, saying they would  "fall below minimum standards for humane treatment".
20020124_20.45.56-235-15	neutral	Either the EU and the SADC - as indeed all others - take meaningful action now that will move the Harare authorities or they forever hold their peace.
20020207_20.23.04-14788-72	neutral	The rest of us soldiers have such right limited.
20020303_21.11.57-16690-12	negative	I do not like the assumption, that unless Mugabe or Zanu-PF loses the election, it will not be free and fair."
20020212_20.42.04-19290-52	negative	The Merval index moved as expected at the start of a week in which the dollar did not change much in spite of the major uncertainty caused by the return of the single foreign exchange market after 11 years when one peso equaled one dollar.
20020320_11.41.36-1407-25	neutral	According to some sources, the crisis is in a bind: the IMF is asking for more belt-tightening, and the government is asking for more money.
non_fbis_12.04.00-12904-12	negative	"It's shameful.
20020131_20.50.32-16604-13	neutral	Saudi Arabia alone says "more than 100" of the 158 are Saudi citizens (a figure the Americans see as exaggerated), and Saudi Interior Minister Prince Saud Nayif recently said that his country would like to have them repatriated, to be tried at home.
20020225_21.00.49-23712-8	negative	Practically speaking, a buffer zone will be near impossible to erect.
non_fbis_11.30.45-27115-38	positive	Yet, ``all in all we're glad to have an important mission and a  place to work to fit in the war on terrorism.
20011116_20.44.27-28756-33	neutral	Their participation was a demonstration, not always seen in other countries, that government and the private sector are working together in the country's interests.
20020507_22.11.06-28210-15	neutral	But non-governmental organizations operating in the country also said they have been seeing evidence of discriminatory food distribution.
20010917_23.39.56-18704-13	negative	"We strongly condemn this ghastly and barbaric act of terrorism and wanton destruction of property and the loss of innocent lives.
20010916_21.24.32-9824-22	neutral	Government forces as well as civilians depend on a vital sea route to Jaffna to provide them with supplies since the land route is held by the Tiger rebels.
20011201_21.19.03-816-24	neutral	Several avenues have been explored to collect the overall amount.
20011115_21.13.16-13370-1	positive	"We are ready to give sincere and earnest consideration to any effort that will contribute to stability and peace in Afghanistan," foreign ministry spokeswoman Zhang Qiyue told reporters.
20011207_21.20.02-17431-13	negative	The US military will not say how many troops they have brought to the base but their presence has already provoked an armed incident.
non_fbis_09.11.12-16761-15	neutral	Bush's statement will come as a relief to Taiwan, which has been  watching his two-day visit closely fearing Washington may give  something new away to China in return for Beijing's support for  the US-led war on terrorism, analysts said.
20020226_20.56.51-26264-4	negative	So far, Israel's provocations have led to the slaughter of more than 50 Palestinian males and females and injured scores of others.
20020205_20.41.01-8736-9	neutral	Albright also pointed out that the situation in Iran at the present stage is very complicated.
20020125_20.20.40-16093-1	neutral	At a joint news conference with Annan, interim Afghan leader Hamid Karzai read out the members of the commission, which he described as "the most important task for the interim administration and for the United Nations".
20011111_20.41.07-12494-3	negative	He was responding to a question from Gulf Times whether there would be demonstrations during the WTO ministerial meeting, which opened in Doha yesterday.
non_fbis_12.44.14-20223-23	neutral	"Will he be put in an 8-by-8-foot cell  that has no walls but only a roof?" was the follow-up question.
20010715_00.31.31-4544-1	neutral	A representative of the facilitator of the talks, Hacen Ould Lebatt, told a media conference here that 38 civil society delegates, representing seven of the DRC's 11 provinces, had already been designated.
temp_fbis_21.20.14-9569-5	negative	However, despite the passage of 170 years since its independence, it is one of the poorest countries in the world.
20020201_20.41.37-18755-12	neutral	By mentioning it in his speech, Bush has affirmed that his administration is thinking of a way to deal with it.
non_fbis_20.43.13-27926-33	neutral	"I don't think anything quite like this was envisioned when the  Geneva Conventions were drawn up," says Tom Farer, dean of  Denver University's Graduate School of International Studies and  a former special assistant to the Defense Department's special  counsel.
20020202_20.37.54-21168-8	negative	Some analysts feel that the fledgling Duhalde administration is making a mistake by ending convertibility without first resolving the problems that will arise from this decision, which was a foregone conclusion here in Argentina and the rest of the world.
temp_fbis_20.23.33-17594-36	negative	Japan should be condemned by the world for that.
20020320_12.04.40-21590-23	positive	The majority report, endorsed only by the ANC, said the observer mission had noted that over three million Zimbabweans had cast their votes and this substantially represented the will of the people.
non_fbis_11.14.43-703-17	negative	It will do  what it feels necessary, and Saddam Hussein is the next target  unless Iraq shapes up.
20010906_12.55.04-23296-52	negative	"We are living in a politically highly sophisticated society.
20020122_20.32.22-8496-27	neutral	"This could of course become necessary if a Dane were involved.
non_fbis_08.14.55-18533-24	neutral	The rebels, who have been linked to Al Qaeda  in the past, are holding two American hostages for ransom.
20020130_20.43.33-11456-10	negative	Although it is difficult to imagine that the American foreign policy towards Arab issues could become worse than what it has been, my sense is that it will be much more difficult to argue the Arab viewpoint in the American decision-making quarters.
20020326_20.55.44-16289-2	neutral	The sources said Halasa also made a deposit of $6 million at the Central Bank of Jordan.
temp_fbis_20.43.16-10786-19	negative	However, after a brief period of shock, Bush resumed his solitary road, as he clearly demonstrated in his State of the Union speech, in which he threatened the "Axis of Evil" countries (Iran, Iraq, and North Korea) without consulting the Europeans and Japanese, who do not necessarily agree with the appropriateness of antagonizing the governments of those nations.
non_fbis_12.19.24-26050-19	negative	Human rights groups have criticized the U.S. military's  treatment of prisoners captured during its current cleanup  operation in southern Afghanistan.
non_fbis_06.35.13-26224-26	negative	The critical question: Will the Chinese, noting American  military operations in Afghanistan, heed these warnings or will  they miscalculate and try to call Bush's bluff?
20020109_21.17.18-25137-3	negative	The criticisms mainly focus on the applicability of the Senate's bill, the lack of a palliative filter prior to committing euthanasia, the supervisory role of the assessment committee, which is likely to be understaffed, and the nonexistence of fixed penalties for unjustifiable cases of euthanasia.
temp_fbis_21.37.33-17834-3	positive	Chen also expressed hope that the United States will negotiate with Taiwan to sign a free trade zone agreement between the two countries so as to help Taiwan's internalization and to give it more international responsibility.
non_fbis_11.04.20-23621-14	neutral	Many political analysts fear a return to street violence when  the devaluation measure passes and companies seek to avoid  losses by raising prices for food and medicine.
20020430_22.09.32-24118-10	positive	After Chavez took office as Venezuelan president, he has pursued an independent foreign policy, and has been out of step with the United States in many areas.
20011112_20.33.43-387-41	neutral	Her hoses have to be directed at internal terrorism.
20011220_21.22.09-18839-6	neutral	Compared with the corresponding period last year, output volumes grew 16.1%.
20011125_21.01.04-6923-7	neutral	News of the Kandahar negotiations came after the Taliban control crumbled in their final northern stronghold of Kunduz following mass surrender.
20011116_20.46.37-70-0	neutral	Seoul, Nov. 16 (Yonhap) -- The number of employees working on a temporary or daily basis have increased drastically as companies moved to slash labor costs after the financial crisis in 1997, the National Statistical Office (NSO) said Friday.
20020220_20.52.31-12963-16	neutral	Whether there is merit in all these activities and ideas -- some seem doubtful -- the event that must have rocked the halls of power in Israel and the United States were the bold views of Saudi Arabia's Crown Prince Abdullah were heard.
20020423_21.47.26-20990-1	neutral	The forum of Arab council heads is to meet tomorrow to draw up an action campaign aimed at thwarting the plan, part of a package of recommendations put forward by the Treasury for a NIS 13 million cut in government spending.
20020414_21.16.03-15717-9	negative	Evidently, during a phone conversation on Friday Chavez told his daughter that he was forced to resign and accept the army's non-negotiable conditions.
non_fbis_12.46.57-22041-49	positive	"We  as well as the British have always been the ones who've been  humane.
temp_fbis_20.43.16-10786-10	neutral	Technical arguments could go on an on, and matter little here.
20020114_21.15.53-1323-5	negative	He threatened to keep Yasser Arafat stranded in Ramallah, in the West Bank, until the Palestinian leader has fulfilled this and other conditions.
20011228_21.10.24-16924-17	neutral	Now, however, the situation has reversed negatively as a result of the neoliberal policy to which he is opposed.
non_fbis_12.08.27-27397-11	negative	"And we are  dealing with our friends to figure out how to deal with this  flawed election."
non_fbis_10.03.26-15373-2	neutral	Researchers at NASA's Goddard Institute for Space Studies (GISS)  in New York report that declining greenhouse-gas emissions since  the late 1980s have slowed the growth rate of the atmosphere's  ability to retain heat.
20020129_20.27.21-24397-22	negative	Over $200 billion in royalties was squandered with no benefit at all for the population.
temp_fbis_20.34.33-18786-17	neutral	How must local societies organize themselves if a couple of hurricanes every year become normal?
20010818_01.09.50-14694-1	negative	OPPOSITION youths are agitating to get guns to "shoot" President Mugabe "out of office," MDC leader, Mr Morgan Tsvangirai said in South Africa yesterday
temp_fbis_21.20.14-9569-27	positive	Following Iran's proposal on cutting off the supply of oil to countries that support Israel for one month, which was supported by some oil-exporting countries, there was an increasing probability that Venezuela would also support [the proposal].
20020106_20.26.14-23928-13	negative	It is obvious no country will put up with this cruelty.
20011024_18.21.31-1735-6	neutral	During that conversation, Bush and Aznar also spoke about the situation in Argentina, the Spanish president told De la Rua.
20010906_12.55.04-23296-29	negative	There is no alternative to it but conflict, isolation, nationalism, and ultimately war.
non_fbis_06.10.04-18139-8	neutral	It signed the Optional Protocols to Convention on the  Rights of Child.
20020320_20.36.59-7133-14	neutral	But the famous US space centre, the Kennedy Space Centre at Cape Canaveral in Florida is located relatively far from the Equator.
temp_fbis_20.36.23-26588-2	neutral	They explain that this agreement is an important step for the EU in fulfilling the political pledge to achieve ratification of the Protocol before the Johannesburg summit on sustainable development.
20011107_16.15.23-10154-2	positive	The rest of the city was reported to be calm however, with some schools reopening and authorities anxiously awaiting the arrival of a mediation team from the Organisation of African Unity (OAU).
20020220_20.52.31-12963-4	positive	But what was most interesting is that, for the first time, a Palestinian Arab, Dr Sari Nusseibeh, the top Palestinian National Authority official in Jerusalem and president of Al Quds University, addressed the Israeli pro-peace rally.
20011024_18.09.35-13708-7	neutral	The weapons consist of a significant portion of French-made guns, most of which top government sources say will be distributed to war veterans who are central to the ruling ZANU PF party's re-election strategy in the presidential poll.
20020304_20.50.30-97-30	neutral	Together with the Member States, the European Community's instrument of ratification will now be deposited with the United Nations by 1st June, so as to enable the entry into force of the Protocol by the World Summit on Sustainable Development in Johannesburg this September.
20020129_20.52.23-14674-25	neutral	Asked about his chances in the poll, Cde Mugabe said he was representing a party that had seen years of experience and had won parliamentary and presidential elections before.
20020314_20.38.10-27533-12	neutral	Police interrogators were told the refugees had been "parked" and were working illegally in northern Germany until they could be moved to other locations.
20020315_20.42.17-18974-11	neutral	Despite these negative reports, most observer groups have declared the election free and fair.
20020315_20.21.54-4382-8	negative	North Korea has also been made the target due to the reason that according to the United States, it is being blamed for transferring nuclear technology and weapons to Islamic countries.
non_fbis_08.39.09-12713-45	negative	"I think this is the final nail on the  government's coffin.
20020318_20.33.16-3417-7	negative	"Those who submit to its policies are showered upon favours," he added.
non_fbis_08.35.40-23372-6	negative	After four years of crippling  recession, Duhalde and others are questioning whether  Argentina's decade-long pursuit of free market reforms is the  right solution.
20020320_11.58.59-16532-8	neutral	The two cases contrast sharply.
non_fbis_04.33.07-17094-17	neutral	"The soldiers  have guns so we cannot fight him but we can make sure he cannot  rule us.
20020118_21.16.15-1122-9	neutral	"It is important to be able to repeat these visits," he said.
20020327_20.50.33-2917-27	neutral	"Today we have comparable statistics; there is a macroeconomic monitoring group in the Finance Ministry and experts from the six countries' central banks who meet regularly.
20020130_20.43.33-11456-2	positive	The attacks have been a great gift to pro-Israel groups in America, as well as Israel.
non_fbis_13.44.36-19236-1	neutral	International reaction to the controversial re-election of  Zimbabwean president Robert Mugabe to another six year term  varied widely.
20011230_21.17.41-25537-8	neutral	The social contract implemented by Carlos Menem at the start of his 10-year presidency (1989-99) was simple in principle and based on two pillars: Monetary discipline and liberalism.
20010913_23.01.07-15764-1	neutral	Dushanbe, 13 September: Representatives from Russia, Iran, India, Uzbekistan, and Tajikistan discussed giving aid to the Afghan Northern Alliance at a closed-door meeting in Dushanbe on Thursday [13 September], a diplomatic source told Interfax
non_fbis_15.13.45-21190-2	negative	George Bush has become an object for harsh criticism after his  recent statement about the axis of evil.
temp_fbis_20.34.33-18786-24	positive	Norway and other industrialized countries, on the other hand, have fairly good prospects of grappling with climate changes because we have an economy to put necessary measures to work.
non_fbis_11.09.24-151-28	neutral	The lines were far longer than during  parliamentary elections in June 2000, which saw a strong  challenge to Mugabe's Zimbabwe African National Union Patriotic  Front party, though it narrowly won.
20020322_21.05.41-14545-73	neutral	Under the current constitution, the President has no powers to designate a successor, should he decide to retire.
20020220_20.57.00-17276-1	positive	State Minister Resat Dogru and his wife Mualla Dogru and Kyrgyz Ambassador to Turkey Medethan Sheremkulov welcomed Kyrgyz President Akayev and her wife Mayran Akayeva at Ankara`s Esenboga Airport.
temp_fbis_20.13.06-23605-3	positive	The Vietnamese Minister called for the establishment of a cooperation forum on the environment which will be held every two years within the Asia-Europe Environment Cooperation Program.
non_fbis_14.06.39-26143-30	negative	He says that Mr. Tobin walked on too  many toes, and made too many enemies in Ottawa.
20020217_20.42.51-22299-1	negative	Demonstrators carried banners which read, "US must stop war.
non_fbis_12.07.16-6586-5	neutral	The leader  elected then will finish out the two years of de la Rua's term.
non_fbis_11.21.37-22256-7	neutral	Cuba was swift to denounce the Venezuelan president's ouster  Friday -- reversed two days later when Chavez was reinstated by  loyalist military officers after demonstrations calling for his  return.
20020122_20.36.01-11616-54	negative	Other states have used the US tragedy to polish their own image.
20010630_00.48.42-17806-2	positive	The donors' conference, co-sponsored by the European Commission and the World Bank, was hoping to raise 1.25 billion dollars (1.47 billion euros) for Yugoslavia this year for urgent repairs to infrastructure and salaries to teachers and other civil servants.
non_fbis_11.04.20-23621-33	positive	Foreign companies that took over former state transportation,  phone and energy companies want -- but appear unlikely to get --  some form of indexing so they can raise their prices to  compensate for what is expected to be a widening gap between the  peso and dollar.
non_fbis_12.44.14-20223-27	neutral	Some Brits and Amnesty  International want them to be officially classified as POWs.
20020212_20.53.38-28377-6	negative	Perhaps the most important characteristic of the new European initiative is the fact that it annuls the hardline Israeli-US stand, which rejects any kind of political negotiations unless the violence stops completely.
temp_fbis_21.10.31-12974-72	neutral	The convention was designed to unite efforts to prevent dangerous climate changes and to achieve a stabilization of the content of greenhouse gases in the atmosphere at a relatively safe level.
20011130_12.36.18-4189-20	neutral	He indicated that carbon dioxide in the atmosphere is accumulated over the past 100-200 years.
20020423_21.35.03-11178-0	positive	NEW DELHI, April 22 -- INTERNATIONAL call charges have finally started tumbling down, with Bharti Telesonic Ltd -- the long-distance arm of the Bharti group offering tariffs that are up to 40 percent lower than the existing rates.
20020114_11.18.53-27931-10	neutral	Rasul said they could not understand why the government was so hard on Misuari when it was lenient with other leaders who revolted in the past.
non_fbis_11.21.37-22256-4	positive	He said it was a ''beautiful historic coincidence'' that the  celebration came so soon after Venezuelans ``have written a page  of dignity and honor by going out into the streets to overthrow  the coup attempt.''
20011228_21.10.24-16924-1	neutral	He added that for that purpose they are seeking someone in the FAN [National Armed Forces] who could assume power in Venezuela.
20020204_20.24.49-8480-3	positive	As we all know, our Republic is currently exerting every effort possible for peace on and reunification of the Korean peninsula and for the world's peace and security.
20020226_20.56.51-26264-8	neutral	They believe that these constitute a preliminary step to the resumption of the peace process at the point at which it stopped.
20020331_21.09.25-22686-20	neutral	Despite Arafat's promise to take action to neutralize the people on the list, he did not lift a finger.
non_fbis_11.21.37-22256-9	neutral	At the Bay of Pigs, a CIA-trained force of about 1,500 exiles  invaded in an effort to overthrow Castro's government, which had  seized power 28 months before.
20011107_15.37.27-28157-2	neutral	It does not leave any city or town except after reaching what it calls a security agreement with the Palestinian side for a cease-fire in that particular city or town.
non_fbis_12.22.33-10622-24	neutral	No one knows the impact  on Canada's international competitiveness, when China, India,  Brazil, and Indonesia are not committed to reduce anything.
temp_fbis_21.39.02-16166-18	negative	Demonizing the enemy will guarantee that peace will not be gained through war.
non_fbis_06.10.04-18139-1	negative	ISLAMABAD - Pakistan Tuesday slated US State Department's  country report on human rights situation in Pakistan and  labelled it "factually inaccurate and unwarranted."
20020119_21.10.42-27754-1	negative	Riots and widespread strikes, attacks on government buildings, and the plundering of stores have left scores of dead and casualties.
non_fbis_08.27.54-12647-42	neutral	Television broadcasts on Thursday showed several men in  plainclothes firing semiautomatic handguns from a bridge over a  busy street in downtown Caracas.
non_fbis_12.15.47-5091-1	neutral	SubHead:   'A unique and highly complex robot working in an extremely hostile environment': Improved mobility
20011220_21.22.09-18839-55	neutral	The cost of servicing the state debt amounted to Hr3 billion (2% of GDP), or 7.9% of total expenditures.
temp_fbis_21.37.46-9337-15	positive	After visiting the region several times, Italian senator Renzo Gubert, praised the Chinese Government's efforts to protect the indigenous cultural and religious heritage while developing the local economy.
non_fbis_13.10.41-18948-2	positive	"They seem to think that this will resolve Zimbabwe's  political crisis."
20020404_21.30.26-14869-7	neutral	This is one of the most important rules of the international community," Rushailo said.
20010828_00.59.03-19180-4	neutral	Earlier Australia's immigration minister, Philip Ruddock, said it was believed the boat was carrying 80 people.
temp_fbis_22.34.58-23977-13	negative	"Our position is clear," he continued.
20020404_21.30.26-14869-1	neutral	He said in answer to an Interfax question that "the situation in Central Asia is on the whole stable."
non_fbis_06.21.24-4640-16	neutral	Indeed, since their arrival at Camp-X-Ray, some of the  terrorists have openly threatened the Marines who guard them and  talk anxiously about returning home soon to continue terrorizing  the American people.
20020523_22.37.46-10374-1	neutral	The  agency has received three official applications for a commercial  flight.
20020517_22.08.22-24562-1	positive	"We are confident the framework will be ready for Chinese and  ASEAN leaders to finalize at their November summit," said a  senior official with the Chinese Ministry of Foreign Trade and  Economic Co-operation (MOFTEC).
20020202_20.37.52-21155-20	neutral	One cannot ignore the fact that, only 20 years ago, all these countries - including Brazil and Peru - were ruled by generals.
20020320_12.04.40-21590-2	negative	Methodist Bishop Purity Malinga on Tuesday echoed the sentiments of South Africa's Independent Electoral Commission (IEC) chairwoman Brigalia Bam that Zimbabwe election did not conform to international standards.
20020507_18.02.46-24802-9	negative	Rice attacks the Palestinian leadership, which was democratically elected, as testified by international observers, including former US presidents.
20020311_21.42.46-13715-4	negative	China is charged with, "under the pretext of the international antiterrorist campaign," beginning "a new offensive on religious minorities, persecuting Muslims in its Xinjang-Uighur autonomous region."
