Corpus;TextID;Length;Words;Expected Sentiment;AlchemyApi;Lymbix;MLAnalyzer;Repustate;Semantria;Sentigem;Skytle;Textalytics;Textprocessing
15;20020201_20.41.37-18755-5;136;16;OTHER;NEGATIVE;NEGATIVE;POSITIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020201_20.41.37-18755-6;152;24;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020201_20.41.37-18755-7;117;15;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020201_20.41.37-18755-8;224;31;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020201_20.41.37-18755-9;125;12;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER
15;20020201_20.41.37-18755-10;75;8;OTHER;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;POSITIVE
15;20020201_20.41.37-18755-11;113;12;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;20020201_20.41.37-18755-12;141;21;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;null;OTHER
15;20020201_20.41.37-18755-13;143;19;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE
15;20020201_20.41.37-18755-14;286;41;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020201_20.41.37-18755-15;215;29;NEGATIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020201_20.41.37-18755-16;131;15;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20020201_20.41.37-18755-17;321;45;OTHER;NEGATIVE;POSITIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020201_20.41.37-18755-18;157;24;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020201_20.41.37-18755-19;202;27;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020201_20.41.37-18755-20;155;25;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20020201_20.41.37-18755-21;144;20;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020201_20.41.37-18755-22;113;16;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER
15;20020201_20.41.37-18755-23;219;30;NEGATIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;null;OTHER
15;20020201_20.41.37-18755-24;198;28;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER
15;20020201_20.41.37-18755-25;304;49;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER
15;20020201_20.41.37-18755-26;131;19;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;20020201_20.41.37-18755-27;190;27;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020201_20.41.37-18755-28;187;24;OTHER;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20020201_20.41.37-18755-29;214;30;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;non_fbis_11.08.41-17418-0;61;5;OTHER;null;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;non_fbis_11.08.41-17418-1;63;6;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;non_fbis_11.08.41-17418-2;230;34;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_11.08.41-17418-3;259;38;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
15;non_fbis_11.08.41-17418-4;125;18;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER
15;non_fbis_11.08.41-17418-5;277;43;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;non_fbis_11.08.41-17418-6;87;10;POSITIVE;POSITIVE;OTHER;NEGATIVE;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;POSITIVE
15;non_fbis_11.08.41-17418-7;192;26;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;non_fbis_11.08.41-17418-8;213;29;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER
15;non_fbis_11.08.41-17418-9;373;59;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_11.08.41-17418-10;282;39;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_11.08.41-17418-11;139;19;POSITIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE
15;non_fbis_11.08.41-17418-12;202;34;NEGATIVE;POSITIVE;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;non_fbis_11.08.41-17418-13;253;39;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_11.08.41-17418-14;193;28;OTHER;POSITIVE;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_11.08.41-17418-15;276;38;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_11.08.41-17418-16;150;20;POSITIVE;OTHER;OTHER;OTHER;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER
15;non_fbis_11.08.41-17418-17;286;43;NEGATIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;non_fbis_11.08.41-17418-18;263;38;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;non_fbis_08.05.55-10723-0;81;8;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-1;296;43;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-2;335;62;OTHER;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;OTHER
15;non_fbis_08.05.55-10723-3;164;25;OTHER;POSITIVE;OTHER;POSITIVE;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;NEGATIVE
15;non_fbis_08.05.55-10723-4;162;26;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;NEGATIVE
15;non_fbis_08.05.55-10723-5;376;59;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_08.05.55-10723-6;80;8;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_08.05.55-10723-7;206;28;OTHER;POSITIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-8;329;49;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER
15;non_fbis_08.05.55-10723-9;145;19;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-10;307;42;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_08.05.55-10723-11;161;21;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-12;94;11;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE
15;non_fbis_08.05.55-10723-13;208;30;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE;POSITIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_08.05.55-10723-14;182;28;POSITIVE;POSITIVE;OTHER;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-15;107;12;POSITIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-16;186;25;OTHER;NEGATIVE;POSITIVE;POSITIVE;POSITIVE;NEGATIVE;NEGATIVE;POSITIVE;OTHER;OTHER
15;non_fbis_08.05.55-10723-17;180;25;POSITIVE;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_08.05.55-10723-18;179;27;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;NEGATIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;non_fbis_08.05.55-10723-19;347;56;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-20;147;18;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
15;non_fbis_08.05.55-10723-21;170;27;OTHER;OTHER;OTHER;POSITIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-22;94;13;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE
15;non_fbis_08.05.55-10723-23;184;26;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
15;non_fbis_08.05.55-10723-24;181;32;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-25;38;2;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE
15;non_fbis_08.05.55-10723-26;57;7;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE
15;non_fbis_08.05.55-10723-27;73;9;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE
15;non_fbis_08.05.55-10723-28;35;1;OTHER;OTHER;OTHER;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE
15;non_fbis_08.05.55-10723-29;213;32;OTHER;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-30;129;16;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-31;143;20;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-32;69;7;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;NEGATIVE;OTHER;NEGATIVE
15;non_fbis_08.05.55-10723-33;162;22;POSITIVE;NEGATIVE;NEGATIVE;POSITIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-34;79;7;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-35;190;32;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-36;168;26;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE
15;non_fbis_08.05.55-10723-37;219;33;OTHER;NEGATIVE;NEGATIVE;POSITIVE;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-38;122;16;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;NEGATIVE
15;non_fbis_08.05.55-10723-39;261;38;OTHER;POSITIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_08.05.55-10723-40;254;46;NEGATIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE
15;non_fbis_08.05.55-10723-41;211;32;OTHER;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_08.05.55-10723-42;185;28;NEGATIVE;POSITIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;non_fbis_08.05.55-10723-43;119;16;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
15;non_fbis_08.05.55-10723-44;234;40;POSITIVE;NEGATIVE;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;20011231_21.05.45-10422-0;348;50;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;OTHER
15;20011231_21.05.45-10422-1;195;32;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;POSITIVE;OTHER;OTHER
15;20011231_21.05.45-10422-2;173;22;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20011231_21.05.45-10422-3;139;17;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE
15;20011231_21.05.45-10422-4;85;7;OTHER;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20011231_21.05.45-10422-5;73;6;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER
15;20011231_21.05.45-10422-6;269;35;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20011231_21.05.45-10422-7;138;17;NEGATIVE;NEGATIVE;POSITIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20011231_21.05.45-10422-8;173;20;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER
15;20011231_21.05.45-10422-9;77;6;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE;OTHER;POSITIVE
15;20011231_21.05.45-10422-10;75;9;OTHER;OTHER;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;NEGATIVE
15;20011231_21.05.45-10422-11;46;3;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
15;20011231_21.05.45-10422-12;123;15;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20011231_21.05.45-10422-13;60;6;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE
15;20011231_21.05.45-10422-14;99;12;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20011231_21.05.45-10422-15;120;15;OTHER;POSITIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;NEGATIVE
15;20011231_21.05.45-10422-16;241;30;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER
15;20011231_21.05.45-10422-17;138;17;OTHER;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;20011231_21.05.45-10422-18;248;34;NEGATIVE;POSITIVE;OTHER;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE
15;20011231_21.05.45-10422-19;68;6;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20011231_21.05.45-10422-20;128;17;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;20011231_21.05.45-10422-21;319;42;OTHER;NEGATIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER
15;20011231_21.05.45-10422-22;123;16;NEGATIVE;POSITIVE;NEGATIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;null;OTHER
15;20011231_21.05.45-10422-23;69;6;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
15;20011231_21.05.45-10422-24;137;16;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;NEGATIVE;OTHER;OTHER
15;20011231_21.05.45-10422-25;123;16;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;20011231_21.05.45-10422-26;220;29;OTHER;NEGATIVE;POSITIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;OTHER
15;20011231_21.05.45-10422-27;74;7;OTHER;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
15;20011231_21.05.45-10422-28;137;19;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;NEGATIVE
15;20011231_21.05.45-10422-29;125;13;OTHER;POSITIVE;POSITIVE;NEGATIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;20011231_21.05.45-10422-30;161;22;OTHER;POSITIVE;OTHER;POSITIVE;NEGATIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER
15;20011231_21.05.45-10422-31;114;15;NEGATIVE;POSITIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER
15;20011231_21.05.45-10422-32;58;5;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER
15;20011231_21.05.45-10422-33;75;8;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-0;45;3;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-1;123;17;NEGATIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_12.03.26-29353-2;118;18;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-3;120;19;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE
15;non_fbis_12.03.26-29353-4;203;34;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE
15;non_fbis_12.03.26-29353-5;57;4;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-6;106;14;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;null;OTHER
15;non_fbis_12.03.26-29353-7;216;32;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-8;188;27;NEGATIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;POSITIVE;OTHER;OTHER
15;non_fbis_12.03.26-29353-9;115;20;NEGATIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;OTHER;POSITIVE;OTHER
15;non_fbis_12.03.26-29353-10;165;25;OTHER;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
15;non_fbis_12.03.26-29353-11;102;11;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE
15;non_fbis_12.03.26-29353-12;159;22;POSITIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-13;196;30;POSITIVE;NEGATIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-14;156;21;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_12.03.26-29353-15;126;14;POSITIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;POSITIVE;OTHER;POSITIVE
15;non_fbis_12.03.26-29353-16;59;5;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-17;119;16;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE
15;non_fbis_12.03.26-29353-18;106;13;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-19;182;28;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;OTHER;OTHER;NEGATIVE
15;non_fbis_12.03.26-29353-20;197;24;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_12.03.26-29353-21;155;24;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-22;141;19;NEGATIVE;NEGATIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
15;non_fbis_12.03.26-29353-23;116;19;NEGATIVE;OTHER;OTHER;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE
15;non_fbis_12.03.26-29353-24;193;28;NEGATIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
15;non_fbis_12.03.26-29353-25;167;21;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE
15;non_fbis_12.03.26-29353-26;60;6;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
15;non_fbis_12.03.26-29353-27;127;20;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;NEGATIVE
15;non_fbis_12.03.26-29353-28;176;22;NEGATIVE;POSITIVE;NEGATIVE;POSITIVE;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-29;199;33;NEGATIVE;OTHER;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;null;OTHER
15;non_fbis_12.03.26-29353-30;206;31;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;OTHER;null;OTHER
15;non_fbis_12.03.26-29353-31;189;30;NEGATIVE;NEGATIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-32;92;12;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE
15;non_fbis_12.03.26-29353-33;143;22;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
15;non_fbis_12.03.26-29353-34;48;5;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER
15;non_fbis_12.03.26-29353-35;158;25;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
15;non_fbis_12.03.26-29353-36;223;35;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;NEGATIVE
15;20020103_20.33.21-17578-0;87;8;OTHER;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;POSITIVE
