IDOfClassifiersUsed	nrOfClassifiersUsed	dev	test.Twitter2014	test.Twitter2014Sarcasm	test.Twitter2013	test.SMS2013	test.LiveJournal2014
"2,3,6,8,9,10"	6	0.5846995	0.6005364	0.4250806	0.5970408	0.5599075	0.6270608
"2,3,6,8,9,11"	6	0.5976099	0.5896845	0.4103278	0.6007398	0.5539273	0.6333781
"2,3,6,8,9,12"	6	0.5806877	0.5930923	0.4556925	0.5976871	0.5583064	0.5942276
"2,3,6,9,10,11"	6	0.5826467	0.5961569	0.4444444	0.6016667	0.5525885	0.6068338
"2,3,6,9,10,12"	6	0.5753677	0.6154373	0.4366883	0.6117929	0.5672667	0.6252023
"2,3,6,9,11,12"	6	0.5872279	0.624562	0.3962381	0.6207718	0.5702077	0.6309982
"2,3,7,10,11,12"	6	0.5340602	0.5810386	0.3707403	0.5914553	0.5668496	0.6333268
"2,3,7,8,10,11"	6	0.5492739	0.5733261	0.4342857	0.5890441	0.5597018	0.617894
"2,3,7,8,10,12"	6	0.5486329	0.5795262	0.4163265	0.5892924	0.5717235	0.6285078
"2,3,7,8,11,12"	6	0.5651464	0.5961915	0.4026741	0.6164317	0.5902695	0.6390533
"2,3,7,8,9,10"	6	0.5934356	0.5801432	0.4711812	0.5822608	0.5548422	0.6032301
"2,3,7,8,9,11"	6	0.5950308	0.5807285	0.4060311	0.5872605	0.5453583	0.5874896
"2,3,7,8,9,12"	6	0.5806148	0.5958558	0.4375187	0.5886641	0.5610148	0.5876703
"2,3,7,9,10,11"	6	0.5789997	0.5806854	0.3778116	0.5814261	0.5450251	0.5873701
"2,3,7,9,10,12"	6	0.5644718	0.5788015	0.3920973	0.5776343	0.5421576	0.6055514
"2,3,7,9,11,12"	6	0.5841174	0.5941476	0.3710889	0.6030503	0.5661964	0.6049701
"2,3,8,10,11,12"	6	0.5552555	0.5862921	0.3765258	0.6001157	0.5827938	0.625709
"2,3,8,9,10,11"	6	0.5934497	0.5821308	0.4461538	0.5859837	0.5666022	0.612596
"2,3,8,9,10,12"	6	0.6048748	0.6278737	0.4392857	0.5988258	0.5772387	0.6269428
"2,3,8,9,11,12"	6	0.5966356	0.6199102	0.4419453	0.602102	0.5714565	0.6108079
"2,3,9,10,11,12"	6	0.5709255	0.6183129	0.4108333	0.6140326	0.5823681	0.6279001
"2,4,5,10,11,12"	6	0.6348846	0.6451926	0.4754025	0.644958	0.6141256	0.692724
"2,4,5,6,10,11"	6	0.6449104	0.6413099	0.461039	0.6479046	0.6076269	0.6987823
"2,4,5,6,10,12"	6	0.644619	0.6357451	0.416388	0.639267	0.6215567	0.6960472
"2,4,5,6,11,12"	6	0.6229067	0.6377674	0.4781818	0.6453243	0.6071976	0.6846285
"2,4,5,6,7,10"	6	0.6275224	0.6321671	0.4130435	0.6306451	0.608657	0.6838457
"2,4,5,6,7,11"	6	0.6283367	0.6575411	0.4326923	0.6482338	0.6120189	0.6931528
"2,4,5,6,7,12"	6	0.6200167	0.6354795	0.4561782	0.6306972	0.6240368	0.695448
"2,4,5,6,7,8"	6	0.642647	0.6507855	0.4327094	0.6554619	0.6256926	0.7116216
"2,4,5,6,7,9"	6	0.6584524	0.6747633	0.4097538	0.6689312	0.6233602	0.7002048
"2,4,5,6,8,10"	6	0.6500516	0.6502152	0.4406308	0.647083	0.6182599	0.7071839
"2,4,5,6,8,11"	6	0.6500057	0.6698703	0.422449	0.6563545	0.6138061	0.7093851
"2,4,5,6,8,12"	6	0.6451335	0.6516661	0.4152778	0.6534385	0.6266675	0.702976
"2,4,5,6,8,9"	6	0.669817	0.6762308	0.4581818	0.6695991	0.6304484	0.7126542
"2,4,5,6,9,10"	6	0.6600747	0.6732824	0.4293478	0.6655788	0.6280336	0.6980577
"2,4,5,6,9,11"	6	0.653081	0.6692184	0.4714695	0.6592596	0.6199025	0.7176263
"2,4,5,6,9,12"	6	0.6585139	0.6701092	0.4633708	0.6654407	0.6233879	0.7016343
"2,4,5,7,10,11"	6	0.638694	0.647837	0.4462279	0.6497383	0.6080197	0.7001013
"2,4,5,7,10,12"	6	0.6348352	0.6496571	0.4492041	0.642284	0.5970862	0.6933717
"2,4,5,7,11,12"	6	0.6306245	0.6517574	0.444878	0.6555231	0.6199888	0.7020283
"2,4,5,7,8,10"	6	0.6382099	0.6491226	0.4503448	0.6541115	0.6162209	0.7071955
"2,4,5,7,8,11"	6	0.6617865	0.6628157	0.444062	0.653746	0.623261	0.7033878
"2,4,5,7,8,12"	6	0.6601014	0.6586063	0.4739535	0.6426681	0.6207385	0.693972
"2,4,5,7,8,9"	6	0.6664274	0.6838468	0.4633708	0.6609884	0.6243172	0.7142473
"2,4,5,7,9,10"	6	0.6615016	0.6665928	0.4496753	0.6552431	0.6154953	0.7096915
"2,4,5,7,9,11"	6	0.6599908	0.6812113	0.4700835	0.6582253	0.6178934	0.7039108
"2,4,5,7,9,12"	6	0.660887	0.6663035	0.4428571	0.6540636	0.6087629	0.697666
"2,4,5,8,10,11"	6	0.64458	0.6505814	0.4511111	0.6545848	0.6073685	0.6962308
"2,4,5,8,10,12"	6	0.6714922	0.6486045	0.4636809	0.652826	0.6250496	0.7055651
"2,4,5,8,11,12"	6	0.657281	0.6486957	0.422449	0.6619445	0.636274	0.6975143
"2,4,5,8,9,10"	6	0.6805116	0.6856537	0.4468182	0.6684834	0.6232527	0.7090137
"2,4,5,8,9,11"	6	0.6560349	0.6862583	0.4750446	0.6669702	0.632746	0.7082122
"2,4,5,8,9,12"	6	0.6680077	0.6724665	0.4746067	0.6615471	0.6303517	0.7051716
"2,4,5,9,10,11"	6	0.6429475	0.6640276	0.4633708	0.6559808	0.614932	0.7071128
"2,4,5,9,10,12"	6	0.6651251	0.6688693	0.4633708	0.6606387	0.630214	0.7006744
"2,4,5,9,11,12"	6	0.6504296	0.6709963	0.494916	0.6611713	0.6215682	0.7036169
"2,4,6,10,11,12"	6	0.6379505	0.6447996	0.4292672	0.6578259	0.639712	0.7261321
"2,4,6,7,10,11"	6	0.629591	0.6413687	0.4335548	0.6439885	0.6158656	0.7068496
"2,4,6,7,10,12"	6	0.6131674	0.6480468	0.3869565	0.6421872	0.6313109	0.7049995
"2,4,6,7,11,12"	6	0.6310209	0.6406114	0.4487395	0.6422732	0.6242724	0.7028627
"2,4,6,7,8,10"	6	0.6210702	0.6494356	0.4258198	0.6465495	0.6287307	0.7062122
"2,4,6,7,8,11"	6	0.6389513	0.6467435	0.4475604	0.6615741	0.6257562	0.7105372
"2,4,6,7,8,12"	6	0.5955546	0.6628539	0.4458333	0.6466832	0.6340126	0.696154
"2,4,6,7,8,9"	6	0.6479513	0.6700058	0.4308824	0.6610138	0.6321065	0.7060975
"2,4,6,7,9,10"	6	0.6471166	0.6671721	0.4604401	0.6517705	0.6206444	0.7098067
"2,4,6,7,9,11"	6	0.6543483	0.6720743	0.436531	0.6699967	0.6233545	0.7109422
"2,4,6,7,9,12"	6	0.6227189	0.662244	0.4283708	0.6505015	0.6171474	0.6917566
"2,4,6,8,10,11"	6	0.6415519	0.6514081	0.4468182	0.6522254	0.6085586	0.7219101
"2,4,6,8,10,12"	6	0.6173071	0.6450673	0.4335601	0.6492009	0.6425381	0.7161888
"2,4,6,8,11,12"	6	0.6364992	0.6507047	0.4539683	0.6658818	0.6376331	0.7221409
"2,4,6,8,9,10"	6	0.6342351	0.6710782	0.4586835	0.6589319	0.6257826	0.7023285
"2,4,6,8,9,11"	6	0.6469419	0.6774533	0.459094	0.6727141	0.6300009	0.7179992
"2,4,6,8,9,12"	6	0.6279308	0.6505087	0.4855814	0.650071	0.6048763	0.6867909
"2,4,6,9,10,11"	6	0.6361815	0.6712643	0.4561717	0.6642238	0.6327964	0.7200565
"2,4,6,9,10,12"	6	0.6395676	0.6545126	0.4546067	0.6495858	0.6182827	0.6991163
"2,4,6,9,11,12"	6	0.6326928	0.6609637	0.4814286	0.670078	0.6278326	0.71432
"2,4,7,10,11,12"	6	0.638377	0.6345585	0.389881	0.6439979	0.6328155	0.7104754
"2,4,7,8,10,11"	6	0.6116231	0.6340172	0.4384597	0.6451573	0.604741	0.6849543
"2,4,7,8,10,12"	6	0.5991628	0.6414519	0.4496753	0.6454808	0.6174796	0.69401
"2,4,7,8,11,12"	6	0.6266459	0.6551891	0.4517157	0.6642247	0.6296726	0.7043323
"2,4,7,8,9,10"	6	0.6378116	0.6644817	0.4714147	0.6540829	0.6116808	0.6737689
"2,4,7,8,9,11"	6	0.6638278	0.6597829	0.442133	0.6719432	0.6240168	0.6997707
"2,4,7,8,9,12"	6	0.6202345	0.6655162	0.4337121	0.6412436	0.5918514	0.6583012
"2,4,7,9,10,11"	6	0.6527356	0.674228	0.4417077	0.6641392	0.6189739	0.7053772
"2,4,7,9,10,12"	6	0.6065361	0.6545711	0.4396067	0.6437476	0.6161487	0.6936409
"2,4,7,9,11,12"	6	0.6425138	0.672458	0.4509804	0.6634244	0.6214421	0.7063454
"2,4,8,10,11,12"	6	0.63365	0.6599897	0.4258198	0.6652481	0.6365251	0.7294511
"2,4,8,9,10,11"	6	0.6444621	0.6780079	0.4953927	0.6773238	0.6293693	0.723166
"2,4,8,9,10,12"	6	0.6314402	0.6620418	0.4605042	0.6505983	0.6113986	0.6738297
"2,4,8,9,11,12"	6	0.6443258	0.6541005	0.4781818	0.6588905	0.6078903	0.6817628
"2,4,9,10,11,12"	6	0.6335956	0.672559	0.4684529	0.6624641	0.632805	0.722251
"2,5,6,10,11,12"	6	0.6142602	0.6196728	0.4813486	0.5966607	0.5855582	0.6780163
"2,5,6,7,10,11"	6	0.6121308	0.6050899	0.4541667	0.6031825	0.5765348	0.681355
"2,5,6,7,10,12"	6	0.6066416	0.6013952	0.4141566	0.5882382	0.5691675	0.6769399
"2,5,6,7,11,12"	6	0.6093323	0.5983074	0.4217772	0.5943649	0.5740333	0.6739323
"2,5,6,7,8,10"	6	0.6044948	0.609644	0.4475	0.613814	0.5748421	0.6683459
"2,5,6,7,8,11"	6	0.6128685	0.6237241	0.4205411	0.6242454	0.5811134	0.6954313
"2,5,6,7,8,12"	6	0.6076629	0.6211169	0.3891835	0.6119057	0.5873343	0.6624181
"2,5,6,7,8,9"	6	0.6279338	0.6447496	0.4639706	0.6314492	0.5930169	0.6541692
"2,5,6,7,9,10"	6	0.6274552	0.6498972	0.4581371	0.6298118	0.5831803	0.6875469
"2,5,6,7,9,11"	6	0.6463111	0.6628113	0.4243143	0.6374597	0.5971831	0.698717
"2,5,6,7,9,12"	6	0.6192411	0.6436793	0.4290881	0.6328838	0.5799032	0.671258
"2,5,6,8,10,11"	6	0.6167252	0.6202358	0.4681434	0.6098717	0.5715715	0.6673334
"2,5,6,8,10,12"	6	0.6146217	0.6301809	0.4288644	0.6233229	0.5974183	0.6753472
"2,5,6,8,11,12"	6	0.600155	0.617306	0.406383	0.6348058	0.5927096	0.6829142
"2,5,6,8,9,10"	6	0.6351192	0.6583253	0.4815381	0.6254281	0.5887424	0.6620748
"2,5,6,8,9,11"	6	0.6382849	0.6747551	0.4606602	0.642603	0.6040382	0.6896389
"2,5,6,8,9,12"	6	0.6389627	0.6546892	0.4477352	0.6282606	0.5768134	0.6555185
"2,5,6,9,10,11"	6	0.6232303	0.6527327	0.4730769	0.6412873	0.6030498	0.6922661
"2,5,6,9,10,12"	6	0.6349328	0.6532397	0.488604	0.6331443	0.5949859	0.692792
"2,5,6,9,11,12"	6	0.6163555	0.6497143	0.4671603	0.6416381	0.5971823	0.6868199
"2,5,7,10,11,12"	6	0.6358484	0.6170372	0.4081474	0.6055791	0.5854694	0.6798822
"2,5,7,8,10,11"	6	0.6100859	0.6316041	0.4626316	0.6244519	0.5778022	0.6661269
"2,5,7,8,10,12"	6	0.6070513	0.6271242	0.42	0.6284215	0.5816082	0.6622252
"2,5,7,8,11,12"	6	0.6323229	0.6339313	0.4619666	0.6497292	0.5978523	0.6741047
"2,5,7,8,9,10"	6	0.6382268	0.6511163	0.4458333	0.6146498	0.5690354	0.6511884
"2,5,7,8,9,11"	6	0.6578655	0.6759862	0.485	0.6434463	0.5983464	0.6809858
"2,5,7,8,9,12"	6	0.637904	0.6608868	0.4626316	0.6384166	0.5952438	0.6715237
"2,5,7,9,10,11"	6	0.6491743	0.6513844	0.4404762	0.6314072	0.5902964	0.6834051
"2,5,7,9,10,12"	6	0.6324808	0.6534856	0.4203425	0.6280023	0.5789665	0.6741544
"2,5,7,9,11,12"	6	0.6421748	0.6722469	0.429784	0.6490866	0.5963091	0.6793376
"2,5,8,10,11,12"	6	0.6000103	0.6329015	0.4679487	0.6422149	0.5917588	0.682854
"2,5,8,9,10,11"	6	0.6537153	0.6613667	0.537037	0.6461293	0.5934178	0.6927993
"2,5,8,9,10,12"	6	0.6495859	0.6501936	0.4676923	0.639337	0.5841682	0.6668574
"2,5,8,9,11,12"	6	0.6390355	0.6812158	0.4262464	0.660977	0.6138293	0.6794289
"2,5,9,10,11,12"	6	0.6436182	0.6689287	0.4851126	0.653162	0.6057937	0.6905046
"2,6,7,10,11,12"	6	0.5354152	0.5805791	0.3553257	0.5682393	0.5451843	0.6364473
"2,6,7,8,10,11"	6	0.5363315	0.5639206	0.4459784	0.5500196	0.5442005	0.6287879
"2,6,7,8,10,12"	6	0.5452668	0.5520573	0.4392857	0.5700439	0.562573	0.6320348
"2,6,7,8,11,12"	6	0.5654524	0.5850735	0.3817453	0.6044851	0.5736424	0.6550685
"2,6,7,8,9,10"	6	0.5908635	0.6037461	0.4505495	0.5765737	0.5458777	0.631055
"2,6,7,8,9,11"	6	0.6011578	0.6074412	0.4175146	0.590932	0.5472795	0.6244517
"2,6,7,8,9,12"	6	0.5991611	0.6063769	0.4290294	0.5936881	0.5568901	0.5970084
"2,6,7,9,10,11"	6	0.5920911	0.5924983	0.4214518	0.571893	0.5439352	0.6200131
"2,6,7,9,10,12"	6	0.5737185	0.5930454	0.3920973	0.5754708	0.5405011	0.6008315
"2,6,7,9,11,12"	6	0.6016413	0.6094784	0.3710889	0.5821083	0.5478939	0.6053701
"2,6,8,10,11,12"	6	0.5557941	0.576065	0.3624413	0.5837149	0.5761624	0.6378788
"2,6,8,9,10,11"	6	0.6069566	0.6181062	0.4027778	0.6114249	0.5787328	0.6445669
"2,6,8,9,10,12"	6	0.6069346	0.6280914	0.4305556	0.5993094	0.5873756	0.63268
"2,6,8,9,11,12"	6	0.6053336	0.6157463	0.4320074	0.609196	0.5710098	0.6272711
"2,6,9,10,11,12"	6	0.5910852	0.626813	0.4144737	0.6130171	0.580704	0.6498501
"2,7,8,10,11,12"	6	0.5535733	0.5759814	0.3695652	0.5872321	0.574666	0.6344415
"2,7,8,9,10,11"	6	0.6018165	0.5900304	0.4416027	0.5757383	0.5549193	0.6060182
"2,7,8,9,10,12"	6	0.591444	0.6190959	0.4119385	0.60136	0.5905685	0.6265079
"2,7,8,9,11,12"	6	0.6156052	0.6277702	0.4175146	0.6034267	0.5773751	0.6271212
"2,7,9,10,11,12"	6	0.5814648	0.5996729	0.3746278	0.5891819	0.5521587	0.6062832
"2,8,9,10,11,12"	6	0.6215132	0.6156499	0.4668008	0.6098956	0.5816313	0.638038
"3,4,5,10,11,12"	6	0.6436571	0.6650779	0.4523173	0.6647685	0.6150638	0.6986899
"3,4,5,6,10,11"	6	0.6455933	0.6561211	0.4546067	0.657123	0.6113668	0.7004741
"3,4,5,6,10,12"	6	0.6370254	0.6529547	0.4326923	0.6574316	0.6256168	0.699164
"3,4,5,6,11,12"	6	0.6262201	0.6580939	0.4476923	0.6604062	0.6105399	0.7089263
"3,4,5,6,7,10"	6	0.633475	0.6527016	0.4140753	0.6492766	0.6153408	0.7018878
"3,4,5,6,7,11"	6	0.6325983	0.6822545	0.4367033	0.6610085	0.6155886	0.7065647
"3,4,5,6,7,12"	6	0.6204305	0.6646029	0.425	0.6592451	0.627645	0.699138
"3,4,5,6,7,8"	6	0.634051	0.6670412	0.3958621	0.6504364	0.622972	0.6959676
"3,4,5,6,7,9"	6	0.6564478	0.6733365	0.4395604	0.6688858	0.6310833	0.7008625
"3,4,5,6,8,10"	6	0.6428223	0.6624078	0.4442881	0.6636741	0.6221086	0.7030684
"3,4,5,6,8,11"	6	0.6440689	0.6629671	0.4468182	0.6648196	0.6226531	0.7092682
"3,4,5,6,8,12"	6	0.6279706	0.6651165	0.4505495	0.6621385	0.6316777	0.6941991
"3,4,5,6,8,9"	6	0.6694221	0.682314	0.4505495	0.673455	0.6286458	0.7170682
"3,4,5,6,9,10"	6	0.6575544	0.6771896	0.4711111	0.6669852	0.6264733	0.6978396
"3,4,5,6,9,11"	6	0.657085	0.6753911	0.4606643	0.6686712	0.6262178	0.7139334
"3,4,5,6,9,12"	6	0.6453926	0.6678063	0.4643478	0.6695131	0.6295238	0.7015667
"3,4,5,7,10,11"	6	0.6331022	0.6695258	0.4388506	0.650637	0.6066395	0.683845
"3,4,5,7,10,12"	6	0.6079463	0.6588478	0.4511111	0.6479131	0.6223047	0.6975996
"3,4,5,7,11,12"	6	0.6268434	0.6719499	0.4451827	0.6541763	0.6245755	0.6976679
"3,4,5,7,8,10"	6	0.6359689	0.6571699	0.4468182	0.644928	0.632358	0.7074829
"3,4,5,7,8,11"	6	0.6539452	0.6642121	0.4341176	0.6544928	0.6145089	0.6921192
"3,4,5,7,8,12"	6	0.6262981	0.6506028	0.4383117	0.6450133	0.6224677	0.6808368
"3,4,5,7,8,9"	6	0.6459468	0.6773964	0.434992	0.65948	0.6225429	0.7037014
"3,4,5,7,9,10"	6	0.6415527	0.6751667	0.4676923	0.6587994	0.6220096	0.6913989
"3,4,5,7,9,11"	6	0.6611774	0.6724008	0.46	0.660398	0.6272677	0.7003486
"3,4,5,7,9,12"	6	0.6433745	0.6705063	0.4764706	0.6538141	0.603865	0.6673428
"3,4,5,8,10,11"	6	0.6639318	0.6583886	0.4503448	0.6541083	0.6221623	0.6935484
"3,4,5,8,10,12"	6	0.6196154	0.6586184	0.4433708	0.6543581	0.63441	0.7013626
"3,4,5,8,11,12"	6	0.6493412	0.655232	0.4586813	0.6632042	0.6234078	0.6985427
"3,4,5,8,9,10"	6	0.6578911	0.6722304	0.4539683	0.6765867	0.6253054	0.7012904
"3,4,5,8,9,11"	6	0.6726742	0.6846839	0.4755441	0.6658549	0.6268605	0.7060119
"3,4,5,8,9,12"	6	0.6388702	0.6765247	0.471828	0.676987	0.6300825	0.7080212
"3,4,5,9,10,11"	6	0.6695253	0.6731714	0.4801561	0.662135	0.6201234	0.6976904
"3,4,5,9,10,12"	6	0.6407565	0.6761237	0.4764706	0.668372	0.6220278	0.6916053
"3,4,5,9,11,12"	6	0.6418236	0.6734253	0.4720801	0.6583629	0.6251013	0.7038273
"3,4,6,10,11,12"	6	0.6377421	0.6428119	0.4109848	0.6606157	0.6346525	0.710052
"3,4,6,7,10,11"	6	0.6268018	0.6469792	0.4354545	0.6526161	0.6279337	0.711053
"3,4,6,7,10,12"	6	0.613646	0.6432425	0.406383	0.6395529	0.6314986	0.7135932
"3,4,6,7,11,12"	6	0.6177766	0.6585425	0.4388506	0.6545648	0.6392503	0.7121149
"3,4,6,7,8,10"	6	0.623991	0.6464517	0.4238506	0.6608778	0.6272782	0.7100021
"3,4,6,7,8,11"	6	0.6280441	0.6498043	0.4223256	0.6625708	0.6310867	0.7005484
"3,4,6,7,8,12"	6	0.6116691	0.6546463	0.4204545	0.6586444	0.6284123	0.6977644
"3,4,6,7,8,9"	6	0.6353112	0.6569534	0.4383117	0.660415	0.6184394	0.6974859
"3,4,6,7,9,10"	6	0.6360553	0.6646747	0.422449	0.660394	0.6378605	0.7116395
"3,4,6,7,9,11"	6	0.6492832	0.6730541	0.4048019	0.6762327	0.6405117	0.7177364
"3,4,6,7,9,12"	6	0.6221001	0.6701667	0.3930556	0.6641132	0.6377821	0.7005783
"3,4,6,8,10,11"	6	0.6365929	0.6439637	0.440096	0.6588082	0.6107816	0.7087017
"3,4,6,8,10,12"	6	0.624433	0.6509357	0.4283708	0.6625632	0.6261312	0.7070459
"3,4,6,8,11,12"	6	0.6316618	0.6648457	0.4468182	0.6675557	0.6340246	0.706778
"3,4,6,8,9,10"	6	0.6380875	0.6675604	0.4318182	0.6685123	0.6343296	0.7130496
"3,4,6,8,9,11"	6	0.6591098	0.6723736	0.459094	0.6706043	0.6278982	0.7207069
"3,4,6,8,9,12"	6	0.6292058	0.660615	0.4822222	0.6564908	0.6158995	0.6848332
"3,4,6,9,10,11"	6	0.6474963	0.6670686	0.4279919	0.6687683	0.6247933	0.7202858
"3,4,6,9,10,12"	6	0.6481911	0.6557179	0.4433708	0.6679375	0.6359893	0.7101056
"3,4,6,9,11,12"	6	0.6440679	0.6718881	0.4503448	0.6738806	0.6304106	0.7273245
"3,4,7,10,11,12"	6	0.631578	0.6482828	0.4179035	0.6506487	0.6274623	0.7010635
"3,4,7,8,10,11"	6	0.6321515	0.6466478	0.4423256	0.6550443	0.6153614	0.693242
"3,4,7,8,10,12"	6	0.6160817	0.6433963	0.4268182	0.6504048	0.6169486	0.6868534
"3,4,7,8,11,12"	6	0.6365774	0.6405201	0.4369748	0.6519885	0.6285315	0.6853212
"3,4,7,8,9,10"	6	0.6306805	0.6586316	0.4318182	0.6618247	0.6249144	0.6859877
"3,4,7,8,9,11"	6	0.6563335	0.6667739	0.46337	0.6698718	0.6295728	0.6909136
"3,4,7,8,9,12"	6	0.6179766	0.6718715	0.4646962	0.6590128	0.6223286	0.680955
"3,4,7,9,10,11"	6	0.6444134	0.6690546	0.4475997	0.6661549	0.6370566	0.7046317
"3,4,7,9,10,12"	6	0.6235866	0.6552727	0.4498818	0.6552473	0.6278701	0.6900207
"3,4,7,9,11,12"	6	0.6397099	0.681061	0.4423256	0.665041	0.6319294	0.6852927
"3,4,8,10,11,12"	6	0.6404762	0.659082	0.4212996	0.6620067	0.6391599	0.7253744
"3,4,8,9,10,11"	6	0.6331334	0.6563577	0.4554367	0.666899	0.6259809	0.707375
"3,4,8,9,10,12"	6	0.6227004	0.6580913	0.4348739	0.6573199	0.6116605	0.6879483
"3,4,8,9,11,12"	6	0.6303738	0.6583288	0.4871795	0.6604777	0.6199372	0.6839084
"3,4,9,10,11,12"	6	0.6487755	0.6666393	0.4361055	0.6657978	0.6375668	0.717486
"3,5,6,10,11,12"	6	0.6033906	0.6196324	0.422449	0.6211596	0.5957249	0.6869719
"3,5,6,7,10,11"	6	0.6054008	0.6279064	0.4355401	0.6190449	0.5820472	0.6885311
"3,5,6,7,10,12"	6	0.5986162	0.6159753	0.422619	0.5966485	0.5807565	0.6731241
"3,5,6,7,11,12"	6	0.5952862	0.6186509	0.429784	0.607497	0.5882585	0.6836466
"3,5,6,7,8,10"	6	0.6030529	0.6290471	0.444878	0.631057	0.584483	0.6721598
"3,5,6,7,8,11"	6	0.6267575	0.6352916	0.4568627	0.6593584	0.6051333	0.684391
"3,5,6,7,8,12"	6	0.6144389	0.6320487	0.4054878	0.651645	0.6122132	0.684966
"3,5,6,7,8,9"	6	0.6241953	0.6672568	0.4693732	0.6396109	0.5970124	0.6774246
"3,5,6,7,9,10"	6	0.6253	0.6566173	0.4562963	0.6283195	0.6031952	0.6758471
"3,5,6,7,9,11"	6	0.6280469	0.6650132	0.4580676	0.6481703	0.6034028	0.697301
"3,5,6,7,9,12"	6	0.6120347	0.6589666	0.4489796	0.6416657	0.5884321	0.6777509
"3,5,6,8,10,11"	6	0.6112305	0.6467272	0.4676923	0.6341663	0.5770977	0.6550953
"3,5,6,8,10,12"	6	0.6106406	0.6337268	0.46	0.6471811	0.6132236	0.673581
"3,5,6,8,11,12"	6	0.6201516	0.632485	0.4249084	0.6563105	0.5979544	0.6815504
"3,5,6,8,9,10"	6	0.6244004	0.6609285	0.5096669	0.6339636	0.6060587	0.6720892
"3,5,6,8,9,11"	6	0.6222839	0.6559143	0.4940646	0.6490099	0.6207694	0.6957141
"3,5,6,8,9,12"	6	0.6158806	0.6375248	0.5062485	0.6411445	0.6161681	0.6846245
"3,5,6,9,10,11"	6	0.6167866	0.6642329	0.4838865	0.6523086	0.6091552	0.7037152
"3,5,6,9,10,12"	6	0.6284869	0.6493068	0.4606602	0.6498695	0.6141917	0.6937984
"3,5,6,9,11,12"	6	0.6141709	0.6598337	0.4025	0.6427489	0.5861006	0.6950108
"3,5,7,10,11,12"	6	0.5992769	0.625612	0.4208333	0.6157973	0.5956252	0.6800185
"3,5,7,8,10,11"	6	0.6343284	0.6502734	0.4377968	0.6527154	0.5830254	0.6665329
"3,5,7,8,10,12"	6	0.5992336	0.6332241	0.4038462	0.6332001	0.5758328	0.6686764
"3,5,7,8,11,12"	6	0.635848	0.6368749	0.448002	0.661047	0.603361	0.6760223
"3,5,7,8,9,10"	6	0.647108	0.6521808	0.4851126	0.6348328	0.5734587	0.6470936
"3,5,7,8,9,11"	6	0.6363339	0.6619271	0.468642	0.6519962	0.6118095	0.6778456
"3,5,7,8,9,12"	6	0.6290767	0.6322979	0.4637975	0.6328634	0.6049752	0.6638293
"3,5,7,9,10,11"	6	0.6481353	0.661416	0.4742817	0.645633	0.6056921	0.6763067
"3,5,7,9,10,12"	6	0.6204471	0.6471477	0.4813486	0.6343114	0.5970286	0.6709571
"3,5,7,9,11,12"	6	0.6186732	0.6724472	0.4549516	0.6450388	0.6038678	0.6913091
"3,5,8,10,11,12"	6	0.6257059	0.6344542	0.4373505	0.6519739	0.5942554	0.6807334
"3,5,8,9,10,11"	6	0.6372353	0.6613786	0.4901501	0.6426237	0.6134615	0.6779607
"3,5,8,9,10,12"	6	0.6178724	0.6399219	0.4757085	0.626092	0.6141305	0.6726637
"3,5,8,9,11,12"	6	0.6161706	0.6516314	0.4526829	0.6537436	0.6145749	0.6833882
"3,5,9,10,11,12"	6	0.6292897	0.6498508	0.4373505	0.6480278	0.6055162	0.6928973
"3,6,7,10,11,12"	6	0.5489471	0.5904358	0.3861862	0.5831425	0.5559743	0.6417894
"3,6,7,8,10,11"	6	0.5816478	0.5908608	0.3918379	0.6022841	0.5648968	0.6497429
"3,6,7,8,10,12"	6	0.5508072	0.5869948	0.3725296	0.5969091	0.5888904	0.6532931
"3,6,7,8,11,12"	6	0.5901705	0.591629	0.4005006	0.6159405	0.5757067	0.6483542
"3,6,7,8,9,10"	6	0.5935755	0.6025682	0.4587013	0.5951887	0.5618019	0.6257456
"3,6,7,8,9,11"	6	0.6038371	0.5977458	0.3993721	0.5930543	0.5657285	0.6115993
"3,6,7,8,9,12"	6	0.5846109	0.6086606	0.4652778	0.5904491	0.5597516	0.6016407
"3,6,7,9,10,11"	6	0.5876572	0.6000462	0.4214515	0.597868	0.5402002	0.6125898
"3,6,7,9,10,12"	6	0.5793416	0.5953096	0.4070513	0.5921415	0.5471042	0.6162888
"3,6,7,9,11,12"	6	0.5804256	0.6426465	0.4208696	0.6212367	0.5674748	0.638474
"3,6,8,10,11,12"	6	0.559175	0.6002198	0.3341829	0.6093534	0.5828208	0.6644378
"3,6,8,9,10,11"	6	0.6058814	0.6249702	0.4037838	0.6159117	0.5732689	0.6490856
"3,6,8,9,10,12"	6	0.59464	0.6342053	0.4484127	0.6165331	0.577223	0.6350376
"3,6,8,9,11,12"	6	0.5975017	0.6158573	0.4276596	0.6183435	0.5792419	0.6239796
"3,6,9,10,11,12"	6	0.5923629	0.6226883	0.4516807	0.6145401	0.5797331	0.6403523
"3,7,8,10,11,12"	6	0.5759944	0.6024027	0.3858568	0.6066922	0.5856782	0.6416535
"3,7,8,9,10,11"	6	0.5998007	0.6039615	0.4443478	0.5880879	0.5740958	0.620489
"3,7,8,9,10,12"	6	0.5937427	0.6302391	0.4525	0.5966864	0.5868221	0.62859
"3,7,8,9,11,12"	6	0.6040486	0.6185237	0.4369748	0.5948337	0.5714573	0.6089731
